"treatment","g2pname","genotype","DASanthesis","DASmaturity","DATanthesis","DATmaturity","fruitno","fruitlength","fruitwidth","fruitshapeindex","fruitweight","yield","pollenconcentration","pollenactivity","leaftemp","leafminushobotemp","growthrateplot","growthrateplant","height","heightmax","leafangledaily","leafanglemean","leafanglenoon","leafanglemidnight","leafanglemidnightminusnoon","leafanglebright","leafanglelow","leafanglelowminusbright","leafanglecold","leafangleHot","leafanglecoldminushot","leafareadaily","leafareadailyplant","leafareaindex","leafareaprojecteddaily","leafareaprojectedplant","leafinclinationmean","leafinclinationhot","leafinclinationcold","leafinclinationbright","leafinclinationdark","leafinclinationnoon","leafinclinationmidnight","lightpendaily","lightpenmeanplot","lightpenmeanplant","huedaily","huemean","huebin0","huebin1","huebin5","ndvimean","ndvibin0","ndvibin1","ndvibin2","ndvibin3","ndvibin4","ndvibin5","green","greenb0","greenb1","greenb2","greenb3","npcimean","psrimean","biomassfinalplot","biomassfinalplant","heightfinal","heighmaxfinal","leafareafinalplot","leafareafinalplant","leafareaindexfinal","leafareafinalprojectedplot","leafareafinalprojectedplant","lightpenetrationfinal","biomassAUC","biomassAUCperplant","cluster"
"stress2","GPC035430","PPC180",63,97.3333333333333,27,61.3333333333333,15.63,2.66666666666667,1.94666666666667,1.36666666666667,2.73333333333333,0.286666666666667,8862,5.33,35.01,0.32,1213524.12,303.38,3.32666666666667,-0.293333333333333,-0.09,35.5633333333333,35.5833333333333,35.6033333333333,0.0166666666666667,31.7333333333333,37.5566666666667,5.82,37.5566666666667,32.4633333333333,5.08666666666667,3853.46333333333,963.366666666667,0.14,1576.56666666667,394.14,1.73666666666667,1.87333333333333,1.65333333333333,1.90666666666667,1.65333333333333,1.73666666666667,1.73666666666667,2.05666666666667,109.763333333333,27.44,0.153333333333333,109.75,0.0866666666666667,0.55,0.0233333333333333,0.69,0.0533333333333333,0.0366666666666667,0.09,0.226666666666667,0.36,0.233333333333333,0.35,0.303333333333333,0.253333333333333,0.233333333333333,0.136666666666667,0.106666666666667,0.08,73728677.7766667,18432.1733333333,28.2566666666667,438.313333333333,260339.943333333,65084.9866666667,0.226666666666667,112428.723333333,281.073333333333,164.213333333333,2671068553.66667,6677671.38333333,1
"stress2","GPC035440","PPC181",73,126,37,90,7.66333333333333,4.86666666666667,2.41,2.02,9.24333333333333,0.536666666666667,31569.3333333333,5.37,38.56,3.87,515700.593333333,128.926666666667,1.63,-0.483333333333333,-0.133333333333333,32.5366666666667,32.48,32.6233333333333,0.14,28.7033333333333,34.1566666666667,5.45,34.1566666666667,28.9266666666667,5.23,2334.39,583.596666666667,0.113333333333333,840.593333333333,210.15,1.89666666666667,2.08,1.84666666666667,2.09,1.84666666666667,1.90333333333333,1.89333333333333,0.44,85.7733333333333,21.4433333333333,-0.0366666666666667,107.583333333333,0.0933333333333333,0.58,0.0233333333333333,0.636666666666667,0.07,0.0466666666666667,0.13,0.29,0.316666666666667,0.15,0.326666666666667,0.32,0.263333333333333,0.236666666666667,0.12,0.13,0.1,30771727.78,7692.93,17.95,387.71,171977.28,42994.3233333333,0.15,70067.5366666667,175.166666666667,88.1233333333333,1671478203.66667,4178695.51,1
"stress2","GPC036000","PPC182",72,101.647390636992,36,64.5031082118189,16.8596087456847,6.25664749488753,2.93082055214724,2.38961017382413,18.5362806748466,3.07631915165453,25749,0.703333333333333,36.52,1.83,476200.246666667,119.046666666667,2.08,0.246666666666667,-0.126666666666667,33.8966666666667,33.8366666666667,33.98,0.143333333333333,31.31,35.8233333333333,4.51333333333333,35.8233333333333,31.7166666666667,4.10666666666667,1472.32333333333,368.08,0.09,524.696666666667,131.173333333333,1.82,1.92333333333333,1.72,1.93,1.72,1.82,1.81666666666667,0.543333333333333,85.1566666666667,21.29,-0.00666666666666667,98.3766666666667,0.126666666666667,0.633333333333333,0.0233333333333333,0.596666666666667,0.1,0.0666666666666667,0.15,0.273333333333333,0.276666666666667,0.13,0.323333333333333,0.33,0.266666666666667,0.236666666666667,0.116666666666667,0.246666666666667,0.146666666666667,28170355.5566667,7042.59333333333,20.1933333333333,545.556666666667,121921.256666667,30480.3133333333,0.106666666666667,50288.2766666667,125.72,100.28,1509896749.56667,3774741.87333333,1
"stress2","GPC036020","PPC183",61.6666666666667,93.3333333333333,25.6666666666667,57.3333333333333,11.62,6.50333333333333,2.8,2.30333333333333,13.7066666666667,1.29,27215.6666666667,2.68333333333333,36.0433333333333,1.35333333333333,1116393.15333333,279.1,3.23666666666667,-0.48,-0.113333333333333,34.75,34.6766666666667,34.8433333333333,0.17,31.5933333333333,36.98,5.38333333333333,36.98,33.16,3.82,3016.02666666667,754.006666666667,0.14,1176.56,294.14,1.79666666666667,1.88,1.68333333333333,1.94,1.68333333333333,1.79333333333333,1.78666666666667,0.716666666666667,95.9366666666667,23.9833333333333,0.03,110.233333333333,0.0833333333333333,0.556666666666667,0.02,0.673333333333333,0.0566666666666667,0.04,0.1,0.253333333333333,0.356666666666667,0.193333333333333,0.343333333333333,0.3,0.266666666666667,0.243333333333333,0.13,0.106666666666667,0.0833333333333333,54665188.89,13666.2966666667,28.3933333333333,445.053333333333,182807.776666667,45701.9433333333,0.16,75973.7866666667,189.933333333333,118.25,3086373907.9,7715934.77333333,1
"stress2","GPC037070","PPC184",72,104,36,68,10.5233333333333,3.89333333333333,1.03333333333333,3.76,2.45,0.2,18241.6666666667,2.75333333333333,35.2433333333333,0.553333333333333,2065870.15666667,516.47,5.01,2.39,-0.0833333333333333,35.5066666666667,35.5166666666667,35.6,0.0866666666666667,33.3166666666667,36.3066666666667,2.99,36.3066666666667,32.9466666666667,3.36333333333333,5173.06666666667,1293.26666666667,0.173333333333333,2238.11,559.526666666667,1.74333333333333,1.85,1.70666666666667,1.82333333333333,1.70666666666667,1.74333333333333,1.74,1.48,100.506666666667,25.13,0.0966666666666667,111.86,0.09,0.513333333333333,0.0233333333333333,0.69,0.0466666666666667,0.0333333333333333,0.09,0.243333333333333,0.373333333333333,0.21,0.316666666666667,0.34,0.27,0.22,0.116666666666667,0.0733333333333333,0.0666666666666667,114678711.11,28669.6766666667,35.7133333333333,458.08,311767.333333333,77941.8333333333,0.27,140116.79,350.29,153.2,4039337302.76667,10098343.2566667,1
"stress2","GPC039160","PPC185",84.3333333333333,110.942171910975,48.3333333333333,71.5093246354566,42.2188262370541,7.01994248466258,2.79246165644172,3.26883052147239,22.3588420245399,8.12895745496359,29451.1451071521,27.5607784663052,37.0366666666667,2.34666666666667,521931.843333333,130.483333333333,2.79,-0.223333333333333,-0.14,34.32,34.2466666666667,34.54,0.293333333333333,30.9766666666667,36.4666666666667,5.49,36.4666666666667,30.67,5.79333333333333,1197.71666666667,299.43,0.09,409.25,102.31,1.82333333333333,2.01333333333333,1.70333333333333,1.95333333333333,1.70333333333333,1.82666666666667,1.81333333333333,1.68,135.76,33.94,-0.0266666666666667,104.576666666667,0.0966666666666667,0.62,0.02,0.656666666666667,0.0566666666666667,0.0466666666666667,0.12,0.286666666666667,0.33,0.16,0.34,0.296666666666667,0.263333333333333,0.246666666666667,0.13,0.18,0.103333333333333,40023022.2233333,10005.7566666667,32.6166666666667,569.566666666667,121590.8,30397.7,0.106666666666667,50502.71,126.26,176.276666666667,2082702742.9,5206756.85666667,1
"stress2","GPC039200","PPC186",76.3333333333333,120.980723970325,40.3333333333333,83.8364415451522,17.2262754123514,4.11664749488753,2.76415388548057,1.73294350715746,12.11961400818,2.87965248498786,17173.3333333333,3.22333333333333,36.5766666666667,1.88666666666667,1339942.56333333,334.986666666667,4.50333333333333,0.64,-0.14,36.5033333333333,36.5066666666667,36.6733333333333,0.17,32.1833333333333,38.36,6.17666666666667,38.36,33.2733333333333,5.08333333333333,3226.23333333333,806.556666666667,0.126666666666667,1369.66,342.416666666667,1.71666666666667,1.85,1.65,1.88333333333333,1.65,1.71666666666667,1.71,2.41666666666667,131.04,32.76,0.0166666666666667,99.9366666666667,0.113333333333333,0.643333333333333,0.0266666666666667,0.656666666666667,0.0566666666666667,0.04,0.12,0.293333333333333,0.336666666666667,0.153333333333333,0.34,0.296666666666667,0.256666666666667,0.246666666666667,0.13,0.236666666666667,0.116666666666667,81172544.4433333,20293.1366666667,34.7633333333333,500.44,223192.333333333,55798.0833333333,0.193333333333333,94769.6233333333,236.923333333333,197.69,3083188302.1,7707970.75666667,1
"stress2","GPC040670","PPC187",72,94,36,58,6.45333333333333,5.56666666666667,2.7,2.06666666666667,14.2,0.676666666666667,33430.6666666667,4.13,36.18,1.49,2515528.85666667,628.88,6.32,2.11333333333333,-0.1,35.0766666666667,35.0666666666667,35.2,0.136666666666667,31.37,36.5933333333333,5.22333333333333,36.5933333333333,33.5066666666667,3.08666666666667,4774.23666666667,1193.56,0.18,1998,499.496666666667,1.77666666666667,1.85333333333333,1.72333333333333,1.94,1.72333333333333,1.77666666666667,1.77333333333333,3.28666666666667,178.056666666667,44.5133333333333,0.04,105.853333333333,0.103333333333333,0.583333333333333,0.0266666666666667,0.68,0.05,0.0333333333333333,0.0933333333333333,0.263333333333333,0.373333333333333,0.183333333333333,0.333333333333333,0.313333333333333,0.26,0.236666666666667,0.123333333333333,0.153333333333333,0.0866666666666667,143035777.8,35758.9466666667,46.69,546.086666666667,305288.11,76322.0266666667,0.266666666666667,133398.666666667,333.5,250.036666666667,5683980711.56667,14209951.78,1
"stress2","GPC042150","PPC188",60.3333333333333,90.6666666666667,24.3333333333333,54.6666666666667,17.7233333333333,1.96666666666667,1.03333333333333,1.91,0.733333333333333,0.0966666666666667,8654.66666666667,3.65,37.95,3.26,307021.9,76.7566666666667,0.3,0.463333333333333,-0.03,31.6266666666667,31.7,31.74,0.0366666666666667,29.1366666666667,33.5266666666667,4.38666666666667,33.5266666666667,29.7833333333333,3.74,3714.48666666667,928.62,0.116666666666667,1539.43,384.856666666667,1.92,2.01333333333333,1.81666666666667,2.05666666666667,1.81666666666667,1.92,1.92,0.03,49.87,12.4666666666667,-0.183333333333333,108.853333333333,0.13,0.483333333333333,0.04,0.6,0.146666666666667,0.05,0.0933333333333333,0.223333333333333,0.3,0.186666666666667,0.27,0.44,0.223333333333333,0.18,0.1,0.116666666666667,0.0733333333333333,14174641.11,3543.66,5.65666666666667,226.546666666667,205472.396666667,51368.0966666667,0.18,90095.8433333333,225.24,45.04,780526029.2,1951315.07333333,1
"stress2","GPC042610","PPC189",72,94,36,58,5.40333333333333,7.48333333333333,1.09333333333333,6.95666666666667,2.62333333333333,0.113333333333333,16066.3333333333,7.07,36.5366666666667,1.84666666666667,1207118.00333333,301.776666666667,4.43333333333333,0.74,-0.13,33.5766666666667,33.41,33.6866666666667,0.283333333333333,30.27,35.69,5.41333333333333,35.69,31.5433333333333,4.14333333333333,2286.47333333333,571.62,0.123333333333333,831.7,207.923333333333,1.86333333333333,1.98333333333333,1.73333333333333,2.01333333333333,1.73333333333333,1.86666666666667,1.85333333333333,1.83,195.653333333333,48.9133333333333,-0.05,99.2133333333333,0.116666666666667,0.64,0.0233333333333333,0.616666666666667,0.0866666666666667,0.05,0.13,0.29,0.313333333333333,0.13,0.326666666666667,0.316666666666667,0.273333333333333,0.246666666666667,0.113333333333333,0.223333333333333,0.153333333333333,69119277.78,17279.8233333333,40.79,541.243333333333,168848.323333333,42212.08,0.146666666666667,66910.8666666667,167.273333333333,212.613333333333,3888690362.43333,9721725.90666667,1
"stress2","GPC043060","PPC190",80,115.333333333333,44,79.3333333333333,5.42,4.3,1.3,3.70666666666667,5.86666666666667,0.223333333333333,20208.3333333333,5.59666666666667,35.1933333333333,0.503333333333333,849247.933333333,212.313333333333,3.61333333333333,0.923333333333333,-0.0866666666666667,33.6966666666667,33.71,33.7766666666667,0.07,30.6766666666667,34.9266666666667,4.24666666666667,34.9266666666667,31.57,3.36,2027.55666666667,506.89,0.103333333333333,799.6,199.903333333333,1.83,1.93333333333333,1.79,1.97666666666667,1.79,1.83333333333333,1.82666666666667,1.76333333333333,137.67,34.4166666666667,0.04,103.756666666667,0.103333333333333,0.61,0.02,0.63,0.0666666666666667,0.0466666666666667,0.133333333333333,0.306666666666667,0.313333333333333,0.13,0.326666666666667,0.313333333333333,0.276666666666667,0.243333333333333,0.113333333333333,0.173333333333333,0.123333333333333,54085905.5566667,13521.4766666667,33.2866666666667,467.973333333333,158653.223333333,39663.3066666667,0.136666666666667,68503.3433333333,171.26,176.353333333333,2386004152,5965010.38,1
"stress2","GPC043310","PPC191",66,87.3333333333333,30,51.3333333333333,67.6033333333333,8.1,1.13333333333333,7.21333333333333,3.73333333333333,1.88333333333333,34795.3333333333,11.7733333333333,34.8266666666667,0.136666666666667,3860064.76,965.016666666667,7.10333333333333,3.65333333333333,-0.0433333333333333,36.24,36.2566666666667,36.29,0.03,35.3066666666667,35.7766666666667,0.466666666666667,35.7766666666667,35.7966666666667,-0.02,6718.23666666667,1862.1,0.213333333333333,2933.37666666667,733.343333333333,1.71333333333333,1.73,1.72333333333333,1.73666666666667,1.72333333333333,1.71,1.71,3.07333333333333,168.466666666667,42.1166666666667,0.146666666666667,108.22,0.0833333333333333,0.58,0.02,0.683333333333333,0.05,0.0333333333333333,0.0966666666666667,0.263333333333333,0.38,0.18,0.34,0.293333333333333,0.27,0.25,0.126666666666667,0.13,0.0766666666666667,240664111.1,60166.0266666667,54.68,716.623333333333,440597.556666667,110149.39,0.383333333333333,189419.223333333,473.55,278.73,7485518932.66667,18713797.3333333,1
"stress2","GPC043540","PPC192",84,110.314057303658,48,73.1697748784855,14.4462754123514,6.20664749488753,4.29748721881391,1.85961017382413,34.51961400818,2.84631915165453,7800,4.85333333333333,36.95,2.26,891888.946666667,222.973333333333,2.40333333333333,-0.0933333333333333,-0.16,35.9966666666667,35.9033333333333,36.0833333333333,0.18,33.37,38.3666666666667,5,38.3666666666667,34.5533333333333,3.81666666666667,3255.61666666667,813.906666666667,0.133333333333333,1292.40333333333,323.1,1.73666666666667,1.79,1.62666666666667,1.82666666666667,1.62666666666667,1.74,1.73333333333333,1.07666666666667,88.3766666666667,22.0933333333333,0.0233333333333333,106.36,0.09,0.593333333333333,0.02,0.663333333333333,0.0566666666666667,0.0366666666666667,0.11,0.286666666666667,0.35,0.163333333333333,0.33,0.313333333333333,0.276666666666667,0.236666666666667,0.116666666666667,0.15,0.0866666666666667,44871033.3333333,11217.76,22.5633333333333,395.013333333333,198109.556666667,49527.39,0.173333333333333,82099.5233333333,205.25,107.85,2410845401.1,6027113.5,1
"stress2","GPC044910","PPC193",72,105.294781273983,36,67.0062164236378,28.4792174913694,5.17996165644172,2.52830777096115,2.42922034764826,16.2392280163599,5.42930496997573,38106.6235476375,42.6248902659437,35.98,1.29,879981.693333333,219.996666666667,1.65666666666667,-0.613333333333333,-0.09,35.4333333333333,35.25,35.5566666666667,0.306666666666667,32.7666666666667,35.8733333333333,3.10666666666667,35.8733333333333,33.55,2.32333333333333,3639.93333333333,909.983333333333,0.163333333333333,1487.96,371.986666666667,1.76333333333333,1.84,1.76333333333333,1.87666666666667,1.76333333333333,1.77333333333333,1.75666666666667,1.04333333333333,110.53,27.6333333333333,0.01,104.916666666667,0.103333333333333,0.593333333333333,0.0233333333333333,0.65,0.06,0.04,0.12,0.296666666666667,0.333333333333333,0.143333333333333,0.333333333333333,0.316666666666667,0.273333333333333,0.236666666666667,0.116666666666667,0.16,0.1,49838522.2233333,12459.6333333333,20.2566666666667,416.126666666667,245418.556666667,61354.64,0.213333333333333,103003.12,257.506666666667,130.753333333333,2746344887.76667,6865862.22,1
"stress2","GPC045100","PPC194",72,99.6473906369916,36,62.5031082118189,19.492942079018,6.83998082822086,2.01415388548057,3.85294350715746,11.72961400818,2.97965248498786,17142.3333333333,11.36,34.52,-0.173333333333333,1893813.14666667,473.453333333333,5.4,2.56333333333333,-0.0766666666666667,35.5266666666667,35.4933333333333,35.62,0.13,31.6533333333333,34.5566666666667,2.9,34.5566666666667,33.65,0.903333333333333,3964.61666666667,991.153333333333,0.15,1749.52333333333,437.38,1.75333333333333,1.84666666666667,1.8,1.94666666666667,1.8,1.75333333333333,1.74666666666667,1.8,145.743333333333,36.4333333333333,0.0433333333333333,104.993333333333,0.0866666666666667,0.63,0.0166666666666667,0.653333333333333,0.0566666666666667,0.0366666666666667,0.116666666666667,0.3,0.346666666666667,0.143333333333333,0.343333333333333,0.283333333333333,0.286666666666667,0.26,0.12,0.166666666666667,0.106666666666667,108500333.333333,27125.0833333333,40.58,498.32,268108.166666667,67027.0433333333,0.233333333333333,118241.39,295.603333333333,181.82,4502261465.66667,11255653.6666667,1
"stress2","GPC045230","PPC195",72,96,36,60,9.27666666666667,8.00666666666667,2.07333333333333,3.9,11.1,0.673333333333333,17770.6666666667,9.91333333333333,36.6733333333333,1.98333333333333,2866899.85666667,716.726666666667,6.10666666666667,0.626666666666667,-0.0466666666666667,36.78,36.78,36.8666666666667,0.0866666666666667,32.1433333333333,37.92,5.77666666666667,37.92,36.0633333333333,1.85666666666667,5959.76333333333,1489.94,0.196666666666667,2666.21,666.55,1.7,1.74,1.66,1.90666666666667,1.66,1.7,1.69333333333333,2.35,146.523333333333,36.6333333333333,0.0133333333333333,111.61,0.0766666666666667,0.566666666666667,0.02,0.683333333333333,0.06,0.03,0.0833333333333333,0.26,0.383333333333333,0.186666666666667,0.346666666666667,0.293333333333333,0.263333333333333,0.253333333333333,0.13,0.0966666666666667,0.06,155109477.79,38777.37,42.81,543.303333333333,360020.11,90005.0266666667,0.313333333333333,164918.666666667,412.296666666667,187.273333333333,5784117615.33333,14460294.04,1
"stress2","GPC046740","PPC196",66.3333333333333,117.333333333333,30.3333333333333,81.3333333333333,7.09,5,4.72333333333333,1.05333333333333,35.0433333333333,1.61333333333333,19714.3333333333,6.07666666666667,34.9766666666667,0.286666666666667,2510724.85333333,627.683333333333,5.25666666666667,2.34333333333333,-0.0766666666666667,37.2766666666667,37.1733333333333,37.4566666666667,0.283333333333333,33.7733333333333,35.9333333333333,2.16,35.9333333333333,35.3466666666667,0.586666666666667,5638.70666666667,1615.86333333333,0.193333333333333,2559.67,639.916666666667,1.69,1.76,1.80333333333333,1.82666666666667,1.80333333333333,1.69333333333333,1.68,2.90666666666667,150.896666666667,37.7266666666667,0.15,108.706666666667,0.0966666666666667,0.533333333333333,0.0266666666666667,0.676666666666667,0.05,0.0333333333333333,0.106666666666667,0.266666666666667,0.36,0.183333333333333,0.31,0.346666666666667,0.273333333333333,0.22,0.106666666666667,0.113333333333333,0.0733333333333333,163518127.766667,40879.53,40.3966666666667,475.573333333333,389299.833333333,97324.96,0.336666666666667,181282.723333333,453.206666666667,223.986666666667,5193418272.9,12983545.6833333,1
"stress2","GPC047230","PPC197",61.6666666666667,84,25.6666666666667,48,66.7933333333333,7.7,1.07666666666667,7.11,3.51666666666667,1.63,17536,5.68,34.72,0.03,2990364.94333333,747.59,6.10666666666667,2.38,-0.08,37.5533333333333,37.5633333333333,37.6266666666667,0.0633333333333333,35.6433333333333,38.3133333333333,2.66666666666667,38.3133333333333,35.83,2.48,6053.77,1513.44333333333,0.196666666666667,2675.93333333333,668.983333333333,1.66333333333333,1.73,1.62,1.72,1.62,1.65666666666667,1.65333333333333,3.06,150.456666666667,37.6133333333333,0.13,107.056666666667,0.0866666666666667,0.593333333333333,0.02,0.67,0.0533333333333333,0.0366666666666667,0.1,0.266666666666667,0.37,0.176666666666667,0.346666666666667,0.29,0.266666666666667,0.253333333333333,0.133333333333333,0.146666666666667,0.0866666666666667,180915222.233333,45228.8066666667,44.86,588.453333333333,399506.223333333,99876.5566666667,0.346666666666667,171577.223333333,428.943333333333,243.77,6036530797.23333,15091326.9933333,1
"stress2","GPC049280","PPC198",61.6666666666667,94,25.6666666666667,58,144.423333333333,2.16666666666667,1.03333333333333,2.1,1.06666666666667,1.19333333333333,21902.6666666667,32.5,35.56,0.87,3395735.86666667,848.933333333333,5.06666666666667,0.81,-0.0466666666666667,36.4233333333333,36.4433333333333,36.51,0.0666666666666667,33.4133333333333,37.3166666666667,3.9,37.3166666666667,34.5466666666667,2.77,9806.70333333333,2451.67333333333,0.226666666666667,4570.76666666667,1142.69333333333,1.7,1.77,1.66666666666667,1.82333333333333,1.66666666666667,1.7,1.69666666666667,1.96,110.153333333333,27.5366666666667,0.12,107.08,0.123333333333333,0.496666666666667,0.0333333333333333,0.68,0.0633333333333333,0.04,0.0866666666666667,0.23,0.353333333333333,0.22,0.29,0.386666666666667,0.243333333333333,0.203333333333333,0.106666666666667,0.113333333333333,0.0866666666666667,198754888.9,49688.7233333333,32.6433333333333,435.316666666667,602160.336666667,150540.086666667,0.526666666666667,282476.11,706.19,155.373333333333,5696023481,14240058.7033333,1
"stress2","GPC049320","PPC199",69,115.333333333333,33,79.3333333333333,49.2433333333333,1.53333333333333,1.16666666666667,1.31666666666667,0.733333333333333,0.236666666666667,6205,12.9833333333333,34.9933333333333,0.3,956371.81,239.093333333333,2.65,0.943333333333333,-0.0766666666666667,36.9966666666667,36.9833333333333,37.1033333333333,0.123333333333333,34.0466666666667,38.4066666666667,4.36,38.4066666666667,34.6466666666667,3.76333333333333,4405.7,1101.42333333333,0.12,1951.26666666667,487.82,1.68666666666667,1.76,1.61,1.78666666666667,1.61,1.68333333333333,1.68333333333333,0.813333333333333,73.9466666666667,18.4866666666667,-0.233333333333333,115.103333333333,0.16,0.293333333333333,0.09,0.676666666666667,0.0966666666666667,0.0366666666666667,0.07,0.183333333333333,0.346666666666667,0.273333333333333,0.123333333333333,0.63,0.176666666666667,0.106666666666667,0.0533333333333333,0.0166666666666667,0.0366666666666667,61566311.1133333,15391.5766666667,21.48,437.38,287445.336666667,71861.3366666667,0.246666666666667,134146.666666667,335.366666666667,97.34,1727672797.06667,4319181.99333333,1
"stress2","GPC049520","PPC200",66,94,30,58,17.2733333333333,3.32333333333333,2.22333333333333,1.50333333333333,5.95666666666667,0.716666666666667,40216,12.4033333333333,35.7166666666667,1.02666666666667,1196659.74,299.166666666667,3.96666666666667,1.01,-0.0666666666666667,36.3433333333333,36.3833333333333,36.4766666666667,0.0933333333333333,33.4333333333333,36.7466666666667,3.31,36.7466666666667,34.33,2.42,3315.64666666667,828.913333333333,0.116666666666667,1523.22,380.806666666667,1.71,1.78666666666667,1.69666666666667,1.82,1.69666666666667,1.70666666666667,1.70666666666667,1.7,124.106666666667,31.0233333333333,0.106666666666667,99.2833333333333,0.113333333333333,0.65,0.02,0.633333333333333,0.0666666666666667,0.05,0.133333333333333,0.296666666666667,0.32,0.136666666666667,0.336666666666667,0.3,0.266666666666667,0.25,0.123333333333333,0.236666666666667,0.14,68508077.78,17127.02,30.6833333333333,480.52,222915.166666667,55728.7933333333,0.193333333333333,104374.733333333,260.936666666667,150.51,2816649913.23333,7041624.78333333,1
"stress2","GPC049530","PPC201",66,106,30,70,34.4766666666667,6.5,1.53333333333333,4.24333333333333,5.46666666666667,1.39666666666667,22773.6666666667,16.5066666666667,34.15,-0.54,3658363.30666667,914.59,6.77666666666667,2.78333333333333,-0.0433333333333333,34.92,35.0033333333333,35.07,0.0666666666666667,31.79,36.1566666666667,4.36333333333333,36.1566666666667,32.55,3.61,7317.79,1829.45,0.21,3254.65333333333,813.663333333333,1.77666666666667,1.88333333333333,1.72333333333333,1.93,1.72333333333333,1.77,1.77,2.70666666666667,150.103333333333,37.5233333333333,0.0933333333333333,104.326666666667,0.106666666666667,0.586666666666667,0.0266666666666667,0.64,0.07,0.0433333333333333,0.11,0.283333333333333,0.35,0.143333333333333,0.326666666666667,0.32,0.273333333333333,0.24,0.116666666666667,0.156666666666667,0.126666666666667,232712277.766667,58178.07,47.0433333333333,605.983333333333,483045.72,120761.43,0.423333333333333,221083,552.706666666667,222.463333333333,6745431075.76667,16863577.69,1
"stress2","GPC049590","PPC202",59,94,23,58,125.886666666667,6.63333333333333,1.26666666666667,5.31666666666667,3.46666666666667,3.29,13800.6666666667,27.2766666666667,35.1366666666667,0.446666666666667,5206410.26,1301.6,7.25,2.70333333333333,-0.05,34,34.0166666666667,34.16,0.143333333333333,31.2833333333333,33.7766666666667,2.49333333333333,33.7766666666667,32.4033333333333,1.37333333333333,8949.04333333333,2237.26,0.253333333333333,3850.01,962.506666666667,1.84,1.94666666666667,1.86,1.99666666666667,1.86,1.83333333333333,1.82333333333333,2.87,194.88,48.72,0.0766666666666667,104.733333333333,0.106666666666667,0.583333333333333,0.0266666666666667,0.64,0.08,0.0466666666666667,0.106666666666667,0.27,0.35,0.153333333333333,0.326666666666667,0.313333333333333,0.256666666666667,0.25,0.123333333333333,0.156666666666667,0.133333333333333,255569499.99,63892.3733333333,43.0833333333333,594.56,490753.776666667,122688.443333333,0.426666666666667,209344.13,523.363333333333,211.213333333333,10025056574.6667,25062641.4366667,1
"stress2","GPC049830","PPC203",76,118,40,82,20.8533333333333,3.23333333333333,2.5,1.3,8.6,1.29333333333333,25678,2.88666666666667,36.1366666666667,1.44666666666667,3294629.65,823.656666666667,6.46333333333333,2.15333333333333,-0.0733333333333333,36.3433333333333,36.25,36.3633333333333,0.103333333333333,33.9433333333333,37.1966666666667,3.25666666666667,37.1966666666667,35.93,1.27,6401.84,1600.46333333333,0.203333333333333,2769.40333333333,692.35,1.73333333333333,1.77333333333333,1.69,1.85,1.69,1.73333333333333,1.72666666666667,2.67,135.593333333333,33.9,0.0866666666666667,112.543333333333,0.09,0.493333333333333,0.0266666666666667,0.68,0.06,0.0366666666666667,0.0833333333333333,0.23,0.376666666666667,0.213333333333333,0.316666666666667,0.346666666666667,0.273333333333333,0.22,0.11,0.0666666666666667,0.08,182187111.1,45546.7766666667,47.42,616.653333333333,374859.666666667,93714.9166666667,0.323333333333333,156750.053333333,391.876666666667,225.64,6610807371.23333,16527018.4266667,1
"stress2","GPC049890","PPC204",58,90,22,54,55.4933333333333,13.9333333333333,1.1,12.6933333333333,6.66666666666667,2.76333333333333,27860.3333333333,10.4333333333333,34.6666666666667,-0.0233333333333333,2154972.28666667,538.74,5.62666666666667,0.92,-0.0833333333333333,31.7933333333333,31.8133333333333,31.74,-0.0766666666666667,30.6133333333333,32.7766666666667,2.16333333333333,32.7766666666667,31.72,1.05666666666667,4787.53333333333,1196.88333333333,0.166666666666667,1787.98666666667,446.993333333333,1.93333333333333,1.92,1.87,1.99,1.87,1.93,1.93666666666667,2.74,133.686666666667,33.4233333333333,0.126666666666667,105.556666666667,0.12,0.516666666666667,0.0333333333333333,0.66,0.0666666666666667,0.04,0.103333333333333,0.256666666666667,0.346666666666667,0.183333333333333,0.293333333333333,0.373333333333333,0.26,0.21,0.106666666666667,0.13,0.106666666666667,82283455.5533333,20570.8666666667,41.8266666666667,511.463333333333,202567.943333333,50641.9866666667,0.176666666666667,71515.6833333333,178.79,301.173333333333,4677780499.23333,11694451.25,1
"stress2","GPC050150","PPC1",54.3333333333333,91.3333333333333,18.3333333333333,55.3333333333333,34.7133333333333,3.13333333333333,1.56666666666667,1.96333333333333,2.8,0.92,14172,17.0066666666667,36.13,1.43333333333333,778362.533333333,211.55,1,1.72,-0.07,35.6766666666667,35.6166666666667,35.8,0.176666666666667,32.86,38.5866666666667,5.72666666666667,38.5866666666667,32.8266666666667,5.76333333333333,5805.69666666667,1451.42333333333,0.17,2544.39666666667,700.28,1.74,1.85333333333333,1.61333333333333,1.85,1.61333333333333,1.74333333333333,1.73666666666667,0.293333333333333,64.57,17.7833333333333,-0.233333333333333,97.89,0.166666666666667,0.543333333333333,0.0466666666666667,0.576666666666667,0.143333333333333,0.0533333333333333,0.116666666666667,0.26,0.29,0.14,0.26,0.436666666666667,0.233333333333333,0.18,0.0966666666666667,0.22,0.143333333333333,36480522.22,10038.8466666667,10.3933333333333,359.303333333333,333101.333333333,92036.2233333333,0.29,152555.87,420.613333333333,66.7733333333333,1818989381.53333,5410277.41666667,1
