"treatment","g2pname","genotype","DASanthesis","DASmaturity","DATanthesis","DATmaturity","fruitno","fruitlength","fruitwidth","fruitshapeindex","fruitweight","yield","pollenconcentration","pollenactivity","cluster"
"control","GPC003280","PPC32",45.3333333333333,120.333333333333,3.33333333333333,78.3333333333333,9.65333333333333,8.8,5.7,1.53333333333333,60.2666666666667,17.2666666666667,26861.6666666667,95.0466666666667,1
"control","GPC003300","PPC33",61.6666666666667,127,19.6666666666667,85,5.86666666666667,4.8,7.46666666666667,0.633333333333333,102.333333333333,17.58,27449.6666666667,85.61,1
"control","GPC003310","PPC34",59,122.666666666667,17,80.6666666666667,9.17,17,5.26666666666667,3.23333333333333,81.7333333333333,22.1233333333333,26572.6666666667,95.6266666666667,1
"control","GPC003320","PPC35",61.6666666666667,116.666666666667,19.6666666666667,74.6666666666667,10.8033333333333,7.56666666666667,5.96666666666667,1.26666666666667,67.8666666666667,21.7333333333333,21050.6666666667,85.3666666666667,1
"control","GPC003330","PPC36",59.3333333333333,121.666666666667,17.3333333333333,79.6666666666667,8.95333333333333,7.8,5.76666666666667,1.36666666666667,71.8,18.8633333333333,29996.3333333333,94.13,1
"control","GPC003350","PPC37",55.3333333333333,111,13.3333333333333,69,7.68,7.46666666666667,6.8,1.13333333333333,88.6666666666667,20.1366666666667,51703.6666666667,95.8733333333333,1
"control","GPC003370","PPC38",67.6666666666667,117,25.6666666666667,75,10.7933333333333,8.86666666666667,5.6,1.6,77.9333333333333,24.8266666666667,55384.6666666667,94.4133333333333,1
"control","GPC003380","PPC39",65,125.333333333333,23,83.3333333333333,3.18333333333333,10.5333333333333,8.1,1.3,210.433333333333,19.7866666666667,28204.6666666667,85.0133333333333,1
"control","GPC003410","PPC40",46.3333333333333,111,4.33333333333333,69,11.0033333333333,10.2666666666667,3.36666666666667,3.06666666666667,34.8,11.65,33017.3333333333,92.78,1
"control","GPC003460","PPC41",49.6666666666667,116.666666666667,7.66666666666667,74.6666666666667,24.1,12.0666666666667,2.53333333333333,4.76666666666667,18.4666666666667,12.7633333333333,37054.3333333333,91.9233333333333,1
"control","GPC003500","PPC42",61.3333333333333,112,19.3333333333333,70,19.5166666666667,12.7,3.2,6.96666666666667,33.5333333333333,14.1366666666667,29045,90.4933333333333,1
"control","GPC004110","PPC43",45.6666666666667,108.666666666667,3.66666666666667,66.6666666666667,163.033333333333,2.73333333333333,1.83333333333333,1.6,3.1,14.5666666666667,17517,88.42,1
"control","GPC004160","PPC44",45.3333333333333,116.666666666667,3.33333333333333,74.6666666666667,12.8166666666667,8.23333333333333,2.03333333333333,4.06666666666667,13.0666666666667,4.89,20291.3333333333,92.3333333333333,1
"control","GPC005130","PPC45",45.3333333333333,116.666666666667,3.33333333333333,74.6666666666667,18.17,14.7,3.5,4.3,40.9333333333333,21.7566666666667,31052.3333333333,90.4466666666667,1
"control","GPC005180","PPC46",56,115,14,73,23.85,14.3333333333333,3.23333333333333,4.4,25.2,17.7733333333333,23178.3333333333,92.6533333333333,1
"control","GPC005200","PPC47",59.3333333333333,108.666666666667,17.3333333333333,66.6666666666667,8.94666666666667,13.7333333333333,4.53333333333333,3.03333333333333,63.8666666666667,16.9366666666667,25602,89.23,1
"control","GPC005370","PPC48",74.6666666666667,121.666666666667,32.6666666666667,79.6666666666667,100.873333333333,5.03333333333333,2.03333333333333,2.46666666666667,8.56666666666667,25.1666666666667,23512.3333333333,92.43,2
"control","GPC005420","PPC49",47.6666666666667,110.333333333333,5.66666666666667,68.3333333333333,99.5733333333333,6.2,1.13333333333333,5.56666666666667,3,8.90666666666667,25843.6666666667,95.0266666666667,1
"control","GPC005480","PPC50",46.6666666666667,107,4.66666666666667,65,122.713333333333,5.26666666666667,1.26666666666667,4.2,3.33333333333333,11.8,19262.6666666667,92.69,1
"control","GPC005600","PPC51",47,112.666666666667,5,70.6666666666667,64.7633333333333,5.8,2.33333333333333,2.5,8.86666666666667,16.9566666666667,19060.3333333333,73.2933333333333,1
"control","GPC005820","PPC52",45,101.666666666667,3,59.6666666666667,24.4133333333333,5.36666666666667,2.2,2.43333333333333,9.13333333333333,6.64666666666667,26956,89.82,1
"control","GPC006110","PPC53",61.3333333333333,127,19.3333333333333,85,23.2533333333333,14.8333333333333,2.76666666666667,5.63333333333333,28.7333333333333,19.4766666666667,46256.3333333333,87.9866666666667,1
"control","GPC006530","PPC54",60.6666666666667,119.333333333333,18.6666666666667,77.3333333333333,10.3666666666667,9.36666666666667,5.56666666666667,1.7,69.9,22.5433333333333,50313,94.5366666666667,1
"control","GPC006610","PPC55",57,103.333333333333,15,61.3333333333333,83.8633333333333,5.8,1.76666666666667,3.3,5.06666666666667,12.5933333333333,25058.3333333333,92.7066666666667,2
"control","GPC006660","PPC56",61.6666666666667,115,19.6666666666667,73,181.4,3,1.2,2.46666666666667,2.23333333333333,11.6,22496.6666666667,90.2166666666667,2
"control","GPC006820","PPC57",47,111,5,69,23.9233333333333,17.5333333333333,2.43333333333333,7.23333333333333,26.0666666666667,18.2666666666667,19273.6666666667,91.1766666666667,1
"control","GPC006940","PPC58",59.3333333333333,122.666666666667,17.3333333333333,80.6666666666667,31.6633333333333,10.5666666666667,3.1,3.4,26.9333333333333,25.22,32177,94.8666666666667,1
"control","GPC006960","PPC59",61.6666666666667,127,19.6666666666667,85,5.78333333333333,8.5,7.33333333333333,1.16666666666667,146.3,25.51,44395.6666666667,85.5133333333333,1
"control","GPC007080","PPC60",45,93.3333333333333,3,51.3333333333333,36.0033333333333,6.03333333333333,0.8,7.7,2,2.13333333333333,17836.6666666667,88.6233333333333,2
"control","GPC007370","PPC61",57,108.666666666667,15,66.6666666666667,76.84,4.53333333333333,2.06666666666667,2.26666666666667,7.26666666666667,15.9933333333333,21620.3333333333,88.7066666666667,1
"control","GPC007520","PPC62",45.3333333333333,119,3.33333333333333,77,21.4266666666667,10.7666666666667,2.93333333333333,3.7,23.5333333333333,14.5,42498.3333333333,90.4866666666667,1
"control","GPC007580","PPC64",46,121.666666666667,4,79.6666666666667,14.8266666666667,10.6333333333333,4.43333333333333,2.53333333333333,34.4,15.1333333333333,50516,92.9266666666667,1
"control","GPC007680","PPC65",57.3333333333333,119,15.3333333333333,77,71.462942079018,4.60664749488753,2.33082055214724,2.1562768404908,10.9862806748466,11.7563191516545,44725.6666666667,89.9,1
"control","GPC008250","PPC66",49,119,7,77,6.1,3.93333333333333,6.46666666666667,0.6,63.2666666666667,10.9666666666667,39936,88.13,1
"control","GPC008380","PPC67",46.3333333333333,104,4.33333333333333,62,180.923333333333,4.46666666666667,0.933333333333333,4.8,1.5,7.64,18632,78.9566666666667,1
"control","GPC008400","PPC68",56,123.666666666667,14,81.6666666666667,8.78666666666667,4.26666666666667,6.46666666666667,0.666666666666667,76.0666666666667,19.84,46913.6666666667,95.0566666666667,1
"control","GPC008580","PPC69",49,116.666666666667,7,74.6666666666667,10.32,11.1333333333333,5.4,2.06666666666667,75.7333333333333,22.84,36781.3333333333,93.66,1
"control","GPC009310","PPC70",50.3333333333333,115.333333333333,8.33333333333333,73.3333333333333,9.37666666666667,11.8,5.1,2.33333333333333,76.9333333333333,21.0933333333333,38914,94.8066666666667,1
"control","GPC010110","PPC71",45.6666666666667,112,3.66666666666667,70,9.77333333333333,12.1,5.43333333333333,2.23333333333333,71.8,20.8466666666667,31290.6666666667,89.65,1
"control","GPC010130","PPC72",45,112.666666666667,3,70.6666666666667,21.9133333333333,3.03333333333333,4.16666666666667,0.733333333333333,26.3333333333333,17.1433333333333,20700.6666666667,91.51,1
"control","GPC010190","PPC73",45,112.666666666667,3,70.6666666666667,65.21,5.56666666666667,2.36666666666667,2.33333333333333,11.1333333333333,21.5333333333333,30403.6666666667,85.6066666666667,1
"control","GPC010200","PPC74",56,122,14,80,5.49333333333333,4.23333333333333,7.23333333333333,0.6,85.7333333333333,14.0166666666667,45384.3333333333,93.1433333333333,1
"control","GPC010240","PPC75",45.6666666666667,119.333333333333,3.66666666666667,77.3333333333333,61.462942079018,4.03998082822086,2.43082055214724,1.82294350715746,11.2529473415133,10.7096524849879,29648,84.0233333333333,1
"control","GPC010350","PPC76",48,108.666666666667,6,66.6666666666667,258.843333333333,3.46666666666667,0.933333333333333,3.8,1.2,9.26666666666667,14482.6666666667,74.2266666666667,2
"control","GPC010900","PPC77",45,112.666666666667,3,70.6666666666667,32.96,17.1,2.4,7.13333333333333,24.1333333333333,23.58,29406.3333333333,93.59,1
"control","GPC011000","PPC78",46.3333333333333,107,4.33333333333333,65,47.25,5.23333333333333,1.33333333333333,3.96666666666667,4.2,5.79333333333333,27903.3333333333,90.5,1
"control","GPC011040","PPC79",57,110.333333333333,15,68.3333333333333,121.78,5.43333333333333,1.46666666666667,3.7,5.26666666666667,19.0333333333333,17851.3333333333,90.2,1
"control","GPC011120","PPC80",52.6666666666667,122,10.6666666666667,80,9.40666666666667,8.36666666666667,3.5,2.36666666666667,24.8666666666667,7.09666666666667,43802.3333333333,92.5,1
"control","GPC011350","PPC81",58,119.333333333333,16,77.3333333333333,12.0866666666667,10.1333333333333,6.13333333333333,1.66666666666667,66.1333333333333,23.4033333333333,47879.6666666667,88.5866666666667,1
"control","GPC011440","PPC82",48,111,6,69,14.06,18.6333333333333,3.26666666666667,5.66666666666667,49.9333333333333,20.8,43195,94.8266666666667,1
"control","GPC011480","PPC83",70,124.333333333333,28,82.3333333333333,20.6566666666667,12.5333333333333,3.03333333333333,4.1,38.3333333333333,23.47,34191.6666666667,90.95,1
"control","GPC011510","PPC84",50,104,8,62,111.423333333333,4.46666666666667,1.63333333333333,2.7,4.66666666666667,15.4133333333333,40031.6666666667,93.9,1
"control","GPC011580","PPC85",45,111,3,69,53.51,5,2,2.53333333333333,7.4,11.4966666666667,33625,94.0866666666667,1
"control","GPC011650","PPC86",50,114.333333333333,8,72.3333333333333,12.0333333333333,18.4333333333333,4.03333333333333,4.6,63.1333333333333,22.42,42810,94.74,1
"control","GPC011680","PPC87",60.3333333333333,116.666666666667,18.3333333333333,74.6666666666667,6.39666666666667,12.1333333333333,5.5,2.2,87.0666666666667,16.5233333333333,51142,93.6166666666667,1
"control","GPC014350","PPC88",47.6666666666667,120.333333333333,5.66666666666667,78.3333333333333,173.306666666667,1.46666666666667,1,1.5,0.633333333333333,3.63,9069,31.3833333333333,2
"control","GPC014360","PPC89",46.6666666666667,107,4.66666666666667,65,169.176666666667,1.96666666666667,1.66666666666667,1.16666666666667,2.3,11.3766666666667,31549.6666666667,91.03,1
"control","GPC014400","PPC90",46.3333333333333,104,4.33333333333333,62,260.79,2.06666666666667,1.26666666666667,1.66666666666667,1.6,12.11,13386.3333333333,85.39,1
"control","GPC014460","PPC91",46,112,4,70,205.62,2.8,1.16666666666667,2.36666666666667,1.7,9.94666666666667,19235.6666666667,82.5466666666667,1
"control","GPC014610","PPC92",62.3333333333333,120.333333333333,20.3333333333333,78.3333333333333,7.36,6.33333333333333,5.6,1.1,70.4666666666667,15.54,38034.3333333333,92.59,1
"control","GPC014630","PPC93",59.3333333333333,121,17.3333333333333,79,7.47666666666667,7.46666666666667,5.16666666666667,1.43333333333333,55.4,12.1866666666667,50819.3333333333,92.07,1
"control","GPC014680","PPC94",45,117.666666666667,3,75.6666666666667,14.8566666666667,9.76666666666667,2.96666666666667,3.26666666666667,26.1333333333333,11.3966666666667,14956,71.9633333333333,1
"control","GPC014750","PPC95",62.6666666666667,115,20.6666666666667,73,12.4433333333333,16.1333333333333,3.7,4.36666666666667,52.3333333333333,19.2433333333333,27770,92.3133333333333,1
"control","GPC014930","PPC96",47.6666666666667,107,5.66666666666667,65,1299.72333333333,1.63333333333333,0.5,3.4,0.2,8.26666666666667,11414.6666666667,81.34,2
"control","GPC014940","PPC97",72.3333333333333,127,30.3333333333333,85,69.5933333333333,5.8,0.766666666666667,7.5,4.1,4.95333333333333,34855,91.3033333333333,2
"control","GPC015090","PPC98",60.6666666666667,117,18.6666666666667,75,81.0533333333333,6.03333333333333,1.9,3.2,6.53333333333333,15.47,14921,80.7133333333333,1
"control","GPC015450","PPC99",54.6666666666667,108.666666666667,12.6666666666667,66.6666666666667,222.833333333333,1.1,1.13333333333333,0.966666666666667,0.866666666666667,5.62666666666667,14476,84.3266666666667,2
"control","GPC015800","PPC100",57.3333333333333,120,15.3333333333333,78,7.15,8.86666666666667,6.33333333333333,1.4,97.6,20.6833333333333,32132.6666666667,90.6,1
"control","GPC015830","PPC101",51,124.333333333333,9,82.3333333333333,8.46,4.93333333333333,6.7,0.733333333333333,84,21.7833333333333,19825,90.0066666666667,1
"control","GPC015960","PPC102",60.6666666666667,112,18.6666666666667,70,125.673333333333,4.2,1.7,2.5,3.66666666666667,13.62,9853.33333333333,68.0333333333333,2
"control","GPC016020","PPC103",64,125.333333333333,22,83.3333333333333,4.75333333333333,9.3,8.16666666666667,1.13333333333333,183.933333333333,25.38,47881,90.4566666666667,1
"control","GPC016090","PPC104",45.3333333333333,116.666666666667,3.33333333333333,74.6666666666667,21.1766666666667,14.5,4.1,3.53333333333333,40.1333333333333,25.36,19221,86.11,1
"control","GPC016110","PPC105",48,108.666666666667,6,66.6666666666667,7.49666666666667,16.5333333333333,4.96666666666667,3.33333333333333,93.5333333333333,20.82,48297.3333333333,89.9766666666667,1
"control","GPC016200","PPC106",53.3333333333333,127,11.3333333333333,85,38.7366666666667,8.96666666666667,2.2,4.1,16.4,18.9666666666667,30997.6666666667,91.17,1
"control","GPC016300","PPC107",47.6666666666667,107,5.66666666666667,65,37.7833333333333,10.9333333333333,2.56666666666667,4.26666666666667,17.2,18.8433333333333,43777.3333333333,93.16,1
"control","GPC016420","PPC108",49,112,7,70,27.8166666666667,8.26666666666667,3.06666666666667,2.7,21.9333333333333,18.0766666666667,31022,95.89,1
"control","GPC016620","PPC109",49.6666666666667,116.666666666667,7.66666666666667,74.6666666666667,8.48666666666667,9.23333333333333,5.23333333333333,1.76666666666667,74.4666666666667,18.5333333333333,44399.3333333333,94.4633333333333,1
"control","GPC016690","PPC110",45.3333333333333,110.333333333333,3.33333333333333,68.3333333333333,15.6166666666667,14.9333333333333,3.16666666666667,4.73333333333333,33.5333333333333,15.4433333333333,33072,86.32,1
"control","GPC016720","PPC111",48,108.666666666667,6,66.6666666666667,14.9033333333333,15.1666666666667,3.7,4.1,43.0666666666667,19.05,53495.6666666667,91.4466666666667,1
"control","GPC016730","PPC112",60.6666666666667,111,18.6666666666667,69,13.9433333333333,15.1666666666667,4,3.8,47,19.55,41678,90.07,1
"control","GPC016740","PPC113",58,112.666666666667,16,70.6666666666667,11.7366666666667,14.1,4.93333333333333,3.03333333333333,50.7333333333333,17.7166666666667,61392.3333333333,96.0333333333333,1
"control","GPC016810","PPC114",66.3333333333333,125.333333333333,24.3333333333333,83.3333333333333,5.25333333333333,16.2333333333333,6.66666666666667,2.46666666666667,160.866666666667,25.37,23680,80.9733333333333,1
"control","GPC017030","PPC115",52.3333333333333,110.333333333333,10.3333333333333,68.3333333333333,24.1266666666667,10.5333333333333,3.43333333333333,3.06666666666667,34.9,23.08,16721.3333333333,92.6166666666667,1
"control","GPC017100","PPC116",67.6666666666667,123.666666666667,25.6666666666667,81.6666666666667,6.75,7.83333333333333,7.43333333333333,1.03333333333333,142.266666666667,28.4533333333333,27882.3333333333,91.2766666666667,1
"control","GPC017170","PPC117",45.3333333333333,119.333333333333,3.33333333333333,77.3333333333333,16.02,10.6666666666667,2.76666666666667,3.83333333333333,21.8,10.57,23943.3333333333,90.79,1
"control","GPC017640","PPC118",60.6666666666667,110.333333333333,18.6666666666667,68.3333333333333,205.206666666667,4.2,1.1,3.83333333333333,2.76666666666667,16.79,27113,82.9633333333333,2
"control","GPC017680","PPC119",60.3333333333333,119.333333333333,18.3333333333333,77.3333333333333,14.37,5.76666666666667,4.56666666666667,1.26666666666667,34.5333333333333,14.63,21110.6666666667,88.88,1
"control","GPC017710","PPC120",47.6666666666667,111,5.66666666666667,69,13.4866666666667,12.3333333333333,3.73333333333333,3.3,49.1333333333333,19.51,24446.3333333333,95.4633333333333,1
"control","GPC017760","PPC121",45.3333333333333,119.333333333333,3.33333333333333,77.3333333333333,13.51,15.4666666666667,3.9,3.96666666666667,52.3333333333333,20.94,27462.3333333333,93.4733333333333,1
"control","GPC017800","PPC122",54.6666666666667,111,12.6666666666667,69,145.11,1.53333333333333,1.86666666666667,0.8,3,12.9,31115.3333333333,93.52,1
"control","GPC018020","PPC123",58.6666666666667,125.333333333333,16.6666666666667,83.3333333333333,5.16333333333333,8.53333333333333,7.46666666666667,1.16666666666667,155.866666666667,23.4566666666667,49584.3333333333,91.98,1
"control","GPC018160","PPC124",49,114.333333333333,7,72.3333333333333,188.546666666667,3.7,1.03333333333333,3.46666666666667,2.23333333333333,12.5633333333333,13194.3333333333,88.5366666666667,1
"control","GPC018220","PPC125",52.3333333333333,113.666666666667,10.3333333333333,71.6666666666667,14.6066666666667,16.6666666666667,3.43333333333333,4.9,37.4666666666667,16.2466666666667,25869.3333333333,90.6433333333333,1
"control","GPC018240","PPC126",45.6666666666667,110.333333333333,3.66666666666667,68.3333333333333,28.57,12.1,2.6,4.63333333333333,19.2666666666667,16.1366666666667,28096,92.6833333333333,1
"control","GPC018750","PPC127",53,110.333333333333,11,68.3333333333333,22.04,11.6,3.4,3.4,34.7666666666667,22.1433333333333,43652,92.1566666666667,1
"control","GPC018850","PPC128",45,124.333333333333,3,82.3333333333333,20.0066666666667,9.6,3.2,3,22,13.0733333333333,35853.3333333333,94.9433333333333,1
"control","GPC019210","PPC129",47.6666666666667,108.666666666667,5.66666666666667,66.6666666666667,108.216666666667,7.33333333333333,1.06666666666667,6.96666666666667,2.9,9.06666666666667,21447.6666666667,87.2466666666667,1
"control","GPC019440","PPC130",62.6666666666667,125.333333333333,20.6666666666667,83.3333333333333,5.37666666666667,8.13333333333333,7.76666666666667,1.06666666666667,169.4,26.27,40347,84.7866666666667,1
"control","GPC020320","PPC131",54.6666666666667,116.666666666667,12.6666666666667,74.6666666666667,11.7633333333333,11.7333333333333,5.03333333333333,2.3,80.5333333333333,27.68,40635.3333333333,94.99,1
"control","GPC020380","PPC132",49.3333333333333,119,7.33333333333333,77,7.72666666666667,9.36666666666667,6.66666666666667,1.43333333333333,98.0666666666667,22.5133333333333,32256.6666666667,87.4666666666667,1
"control","GPC020400","PPC133",60.3333333333333,121.666666666667,18.3333333333333,79.6666666666667,13.3666666666667,9,5.6,1.6,77,30.54,32137.3333333333,87.8066666666667,1
"control","GPC020470","PPC134",46.6666666666667,124.333333333333,4.66666666666667,82.3333333333333,8.42,4.5,7.36666666666667,0.633333333333333,87.6,21.81,29663.6666666667,94.1633333333333,1
"control","GPC020560","PPC135",55.6666666666667,124.333333333333,13.6666666666667,82.3333333333333,4.30666666666667,15.1,7.73333333333333,1.96666666666667,205,25.9,40117.3333333333,92.31,1
"control","GPC020570","PPC136",62.3333333333333,121.666666666667,20.3333333333333,79.6666666666667,4.38333333333333,14.6666666666667,7.86666666666667,1.86666666666667,174.733333333333,22.79,31311.3333333333,92.3566666666667,1
"control","GPC020720","PPC137",68.6666666666667,119,26.6666666666667,77,6.07,9.1,3.53333333333333,2.63333333333333,30.5333333333333,5.56333333333333,35158,85.0433333333333,2
"control","GPC022230","PPC138",59.6666666666667,108.666666666667,17.6666666666667,66.6666666666667,254.34,2.03333333333333,1.5,1.36666666666667,2.06666666666667,15.3566666666667,23682.6666666667,88.4366666666667,2
"control","GPC022280","PPC139",45.6666666666667,117.666666666667,3.66666666666667,75.6666666666667,57.7866666666667,8,2.03333333333333,4,11.2,18.9733333333333,36276.6666666667,87.86,1
"control","GPC022290","PPC140",67,127,25,85,5.41666666666667,15.5333333333333,6.86666666666667,2.3,152.8,25.1,34900.3333333333,94.1,1
"control","GPC022310","PPC141",65,125.333333333333,23,83.3333333333333,4.45,9.5,7.43333333333333,1.26666666666667,158.066666666667,20.78,24578.3333333333,75.2966666666667,1
"control","GPC022320","PPC142",53.6666666666667,124.333333333333,11.6666666666667,82.3333333333333,10.1266666666667,4.6,6.5,0.733333333333333,78.0666666666667,23.3966666666667,34153,87.8766666666667,1
"control","GPC022360","PPC143",47,107,5,65,98.34,1.8,2.1,0.866666666666667,4.26666666666667,12.5033333333333,40119,89.4233333333333,1
"control","GPC022560","PPC144",63.6666666666667,119,21.6666666666667,77,13.6733333333333,8.06666666666667,5.56666666666667,1.43333333333333,57.0333333333333,11.36,43197,91.9566666666667,1
"control","GPC022570","PPC145",71,125.333333333333,29,83.3333333333333,19.5833333333333,7.66666666666667,4.2,1.86666666666667,38.2,17.6033333333333,11023.6666666667,79.46,1
"control","GPC022630","PPC146",66.3333333333333,122.666666666667,24.3333333333333,80.6666666666667,3.92333333333333,9.1,7.93333333333333,1.13333333333333,171.4,20.08,35141.3333333333,86.4933333333333,1
"control","GPC022660","PPC147",56,124.333333333333,14,82.3333333333333,9.66,7.6,4.63333333333333,1.63333333333333,48.8,13.9933333333333,37359.6666666667,95.56,1
"control","GPC022700","PPC148",64,112,22,70,37.5333333333333,3.06666666666667,3.5,0.9,15,16.6433333333333,25436.6666666667,89.2733333333333,2
"control","GPC022870","PPC149",48,108.666666666667,6,66.6666666666667,82.6833333333333,4.4,1.9,2.33333333333333,5.73333333333333,13.92,36932,93.35,1
"control","GPC022910","PPC150",50,124.333333333333,8,82.3333333333333,51.07,7.53333333333333,2.06666666666667,3.63333333333333,8.8,13.31,22946.6666666667,81.1033333333333,1
"control","GPC023000","PPC151",52.3333333333333,112.666666666667,10.3333333333333,70.6666666666667,28.64,3.13333333333333,4,0.8,18.5333333333333,15.6566666666667,19917.3333333333,84.8666666666667,1
"control","GPC023040","PPC152",69.6666666666667,124.333333333333,27.6666666666667,82.3333333333333,7.92333333333333,6.3,5.13333333333333,1.23333333333333,50.2,11.8166666666667,40738.6666666667,93.6566666666667,1
"control","GPC023060","PPC153",45,103.333333333333,3,61.3333333333333,141.383333333333,3.16666666666667,1.3,2.43333333333333,2.66666666666667,11.24,23227.3333333333,89.5833333333333,1
"control","GPC023070","PPC154",66.6666666666667,119.333333333333,24.6666666666667,77.3333333333333,8.21666666666667,8.86666666666667,6.76666666666667,1.3,121.533333333333,28.99,25939.3333333333,82.78,1
"control","GPC026050","CM334",67.3333333333333,121.666666666667,25.3333333333333,79.6666666666667,139.073333333333,6.83333333333333,1.3,5.73333333333333,4.66666666666667,14.45,30323,94.4066666666667,2
"control","GPC026050","PPC155",45,116.666666666667,3,74.6666666666667,78.1633333333333,5.23333333333333,1.63333333333333,3.23333333333333,4.86666666666667,11.3766666666667,18131,91.0633333333333,1
"control","GPC027390","PPC156",57,115.333333333333,15,73.3333333333333,75.7733333333333,9.46666666666667,1.8,5.3,10.1333333333333,22.5033333333333,25997,91.67,1
"control","GPC027460","PPC157",50,114.333333333333,8,72.3333333333333,7.21333333333333,8,6.5,1.23333333333333,105.733333333333,22.58,37355,90.8433333333333,1
"control","GPC027470","PPC158",53.3333333333333,124.333333333333,11.3333333333333,82.3333333333333,6.63333333333333,8.03333333333333,6.53333333333333,1.23333333333333,100.466666666667,19.15,27970.3333333333,91.0733333333333,1
"control","GPC027530","PPC159",66.3333333333333,121.666666666667,24.3333333333333,79.6666666666667,3.55,9.6,7.43333333333333,1.3,161,16.9566666666667,29031.6666666667,84.27,1
"control","GPC027630","PPC160",52,108.666666666667,10,66.6666666666667,79.8466666666667,6.8,1.63333333333333,4.13333333333333,6.93333333333333,15.62,20566.6666666667,81.12,1
"control","GPC028460","PPC161",56,113.666666666667,14,71.6666666666667,36.7433333333333,9.36666666666667,2.36666666666667,4.06666666666667,13.4,12.9233333333333,21981.3333333333,63.9133333333333,1
"control","GPC028750","PPC162",50.6666666666667,119.333333333333,8.66666666666667,77.3333333333333,9.24333333333333,14.6666666666667,4.93333333333333,2.96666666666667,69.6,18.66,43457.3333333333,88.74,1
"control","GPC028850","PPC163",45,127,3,85,10.1166666666667,13.5333333333333,5,2.73333333333333,80.2,24.0366666666667,42209.3333333333,92.4933333333333,1
"control","GPC029020","PPC164",53.6666666666667,111,11.6666666666667,69,8.87,6.86666666666667,5.4,1.26666666666667,50.1333333333333,13.0066666666667,18164.6666666667,88.12,1
"control","GPC029280","PPC165",55.6666666666667,124.333333333333,13.6666666666667,82.3333333333333,9.38,5.83333333333333,5.73333333333333,1.03333333333333,74.6666666666667,20.78,35489.3333333333,84.11,1
"control","GPC029740","PPC166",57,127,15,85,47.72,14.2,1.7,8.36666666666667,12.9333333333333,17.5533333333333,38658.3333333333,94.98,1
"control","GPC029750","PPC167",47.6666666666667,107,5.66666666666667,65,70,9.63333333333333,2.66666666666667,4.93333333333333,40.3333333333333,24.9133333333333,23154.3333333333,95.8566666666667,1
"control","GPC029760","PPC168",61.6666666666667,115,19.6666666666667,73,86.4833333333333,8.46666666666667,1.16666666666667,7.26666666666667,5.2,13.17,9026.33333333333,89.07,2
"control","GPC029990","PPC169",58,112.666666666667,16,70.6666666666667,75.2766666666667,8.63333333333333,1.63333333333333,5.3,6.8,14.7,16266.3333333333,89.1666666666667,1
"control","GPC030530","PPC170",62,127,20,85,6.68,10.9333333333333,6.76666666666667,1.6,145.866666666667,28.8533333333333,51841.3333333333,91.6166666666667,1
"control","GPC032590","PPC171",65,119.333333333333,23,77.3333333333333,13.49,8.1,5.36666666666667,1.5,54.8,21.92,36244.3333333333,93.02,1
"control","GPC032640","PPC172",68.6666666666667,127,26.6666666666667,85,33.6266666666667,10.9333333333333,3.9,3.73333333333333,69.1333333333333,15.41,30841.3333333333,92.8566666666667,1
"control","GPC032660","PPC173",55.6666666666667,124.333333333333,13.6666666666667,82.3333333333333,5.28,12.2,7.4,1.63333333333333,161.4,24.5833333333333,39550.3333333333,88.93,1
"control","GPC032730","PPC174",46.6666666666667,112,4.66666666666667,70,305.363333333333,2.86666666666667,1.16666666666667,2.43333333333333,1.36666666666667,12.1466666666667,21904.6666666667,88.7366666666667,1
"control","GPC032740","PPC175",48.6666666666667,125.333333333333,6.66666666666667,83.3333333333333,18.73,11.5666666666667,3.6,3.2,38.4666666666667,21.28,28305.6666666667,89.8866666666667,1
"control","GPC033290","PPC176",67.6666666666667,123.666666666667,25.6666666666667,81.6666666666667,6.86333333333333,8.73333333333333,6.63333333333333,1.3,119.8,24.3933333333333,31819.3333333333,94.59,1
"control","GPC033360","PPC177",57,115,15,73,29.0266666666667,12.8333333333333,2.46666666666667,5.23333333333333,20.7333333333333,17.6666666666667,21372.6666666667,90.6533333333333,1
"control","GPC033480","PPC178",67.3333333333333,124.333333333333,25.3333333333333,82.3333333333333,10.2933333333333,8.13333333333333,6.3,1.3,86,25.9566666666667,40109,92.8833333333333,1
"control","GPC034830","PPC179",53.6666666666667,119.333333333333,11.6666666666667,77.3333333333333,58.0766666666667,2.03333333333333,2.43333333333333,0.8,5.66666666666667,9.82666666666667,23039.3333333333,88.4466666666667,1
"control","GPC035430","PPC180",53.6666666666667,121.666666666667,11.6666666666667,79.6666666666667,25.42,5.9,2.23333333333333,2.63333333333333,8,5.95333333333333,31120,90.9633333333333,1
"control","GPC035440","PPC181",62.3333333333333,121.666666666667,20.3333333333333,79.6666666666667,14.6933333333333,14.2,3.2,4.46666666666667,38.8666666666667,16.9533333333333,23883.3333333333,93.4633333333333,1
"control","GPC036000","PPC182",50.3333333333333,120,8.33333333333333,78,10.4266666666667,11.9666666666667,4.13333333333333,2.9,46,14.0733333333333,31665.6666666667,93.4633333333333,1
"control","GPC036020","PPC183",49,113.666666666667,7,71.6666666666667,11.5333333333333,13.9333333333333,3.76666666666667,3.73333333333333,39.7333333333333,13.6,32804,93.56,1
